id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
3116,Stephen,Hood,CC,785419623.0,2003-07-19,2023-02-20,PREMIUM,810.0,East Michaelview,Missouri,INACTIVO,WEB
3117,Mary,Chaney,CC,654681418.0,1996-10-01,2023-10-22,PREMIUM,683.0,Masonfort,New Mexico,INACTIVO,OFICINA
3118,Gavin,Jones,,675050879.0,1980-04-07,2023-09-27,BASICO,659.0,New Kathleen,Utah,INACTIVO,OFICINA
3119,Vanessa,Thompson,CE,,2002-05-10,2023-07-16,ESTANDAR,400.0,Johnsonfort,Maryland,,OFICINA
3120,Brian,Williams,CE,408837017.0,1976-11-08,2023-01-21,ESTANDAR,562.0,South Rachelberg,Arkansas,INACTIVO,APP
3121,Adam,Gentry,CE,782923797.0,1991-07-05,2023-05-23,ELITE,652.0,Ritterburgh,Vermont,ACTIVO,WEB
3122,Lawrence,Malone,CC,627551832.0,2006-08-18,2023-09-05,ELITE,669.0,North Kennethbury,New Mexico,INACTIVO,OFICINA
3123,Michelle,Smith,CE,992350994.0,2001-01-07,2023-12-22,ELITE,528.0,New Donnaview,Oklahoma,,WEB
3124,Jeremy,Lee,CC,377305502.0,2000-05-24,2023-12-19,PREMIUM,577.0,,Colorado,ACTIVO,WEB
3125,Shelly,Clark,CC,433772313.0,2015-12-14,2023-01-01,PREMIUM,705.0,Tinabury,South Dakota,,APP
3126,Briana,,CE,238986152.0,2003-04-07,2023-12-31,ESTANDAR,511.0,Katherineview,Connecticut,INACTIVO,WEB
3127,Stephanie,Lewis,CE,,2010-01-10,2023-12-04,ELITE,663.0,Jeremyfort,Wyoming,INACTIVO,OFICINA
3128,Michael,Ramsey,CE,329197846.0,2019-01-27,2023-10-01,PREMIUM,773.0,,Hawaii,INACTIVO,OFICINA
3129,Alexandra,,CC,,2011-01-11,2023-08-29,ELITE,688.0,Karenchester,Washington,ACTIVO,
3130,Chelsea,Haynes,CE,378967000.0,2011-02-21,2023-02-27,,683.0,Claytonton,Wisconsin,INACTIVO,
3131,,Smith,CE,871596097.0,1993-01-28,2023-05-06,,447.0,Port Eric,Indiana,ACTIVO,WEB
3132,David,Holt,CC,342230977.0,1994-12-20,2023-11-25,ESTANDAR,567.0,Taylorview,Minnesota,INACTIVO,WEB
3133,Anita,Brown,CE,435317135.0,1981-04-17,2023-02-21,PREMIUM,850.0,Lake Reginafort,Louisiana,INACTIVO,OFICINA
3134,Eric,Durham,CC,754081608.0,2014-11-01,2023-08-11,ESTANDAR,590.0,Laramouth,Washington,ACTIVO,OFICINA
3135,Angela,Lee,CE,993264539.0,1971-03-26,2023-10-29,ELITE,776.0,Murphyfurt,Georgia,ACTIVO,
3136,Tonya,Hood,,160024396.0,2015-11-24,2023-12-29,ESTANDAR,588.0,East Joshuamouth,South Dakota,ACTIVO,WEB
3137,Edward,Weber,CE,113196706.0,2011-03-01,2023-09-26,ELITE,622.0,Jonesville,New Hampshire,INACTIVO,OFICINA
3138,Mark,Kelly,CE,862389160.0,1995-11-08,2023-04-06,ELITE,701.0,New Elizabeth,Nevada,INACTIVO,WEB
3139,Sean,Morales,CC,456115404.0,2004-08-13,2023-09-30,PREMIUM,660.0,Port Brittanyborough,Montana,ACTIVO,OFICINA
3140,Jeffrey,Duncan,CC,615401812.0,1976-04-20,2023-11-19,PREMIUM,688.0,Fordview,South Dakota,INACTIVO,APP
3141,Jessica,Hopkins,CE,,1991-02-10,2023-03-02,PREMIUM,568.0,North Denise,New York,INACTIVO,OFICINA
3142,Samantha,Banks,CC,487504821.0,1985-11-10,2023-11-17,ELITE,536.0,Duncantown,Pennsylvania,ACTIVO,OFICINA
3143,Donald,Weiss,CC,437603041.0,1996-06-12,2023-06-30,ESTANDAR,561.0,East Ashleyfurt,Alaska,ACTIVO,APP
3144,Michael,Wang,CC,554945223.0,1989-10-04,2023-05-13,PREMIUM,596.0,Port Lawrenceburgh,Minnesota,ACTIVO,WEB
3145,Michael,Ross,CC,249951290.0,2002-01-25,2023-03-30,PREMIUM,627.0,North Tammyport,Illinois,INACTIVO,OFICINA
3146,Ian,Gross,CE,893186600.0,1983-06-07,2023-06-22,ESTANDAR,753.0,New Kimstad,Louisiana,ACTIVO,APP
3147,Donald,Whitaker,CE,928239809.0,2013-03-02,2023-11-08,ESTANDAR,658.0,Lake Danielfurt,Louisiana,ACTIVO,APP
3148,Meagan,Trevino,CC,875828709.0,1986-06-05,2023-01-05,PREMIUM,698.0,Lake Kelly,Montana,INACTIVO,APP
3149,Marie,Duke,CC,920792415.0,2016-07-01,2023-12-23,ELITE,664.0,Josephtown,Delaware,ACTIVO,OFICINA
3150,Kyle,Nelson,CC,180591527.0,1989-12-15,2023-12-09,ELITE,538.0,Benjamintown,Alabama,INACTIVO,WEB
3151,Scott,Henry,CC,976927353.0,2000-11-05,2023-07-23,PREMIUM,651.0,Cristinafort,Kansas,ACTIVO,
3152,John,Morgan,CE,166948251.0,2012-09-03,2023-06-11,ESTANDAR,663.0,Wendystad,North Dakota,ACTIVO,OFICINA
3153,Richard,Martin,CE,227949220.0,1974-04-17,2023-03-02,ELITE,,Aliciafort,Iowa,INACTIVO,OFICINA
3154,Taylor,Garcia,CC,,2011-05-16,2023-07-09,ESTANDAR,543.0,Jeffreyborough,Kentucky,ACTIVO,APP
3155,Kari,Patel,CC,142002112.0,2014-01-12,2023-11-21,BASICO,,Scottfort,New Jersey,ACTIVO,WEB
3156,Andrew,Crosby,CC,984279272.0,1972-12-30,2023-03-04,ESTANDAR,667.0,Foxshire,Pennsylvania,ACTIVO,
3157,Jessica,Hickman,CE,422650441.0,2000-06-27,2023-02-13,ESTANDAR,685.0,Romanchester,California,INACTIVO,WEB
3158,Erica,Brown,CC,407890614.0,2006-12-26,2023-08-27,BASICO,632.0,South Aaron,Pennsylvania,INACTIVO,OFICINA
3159,,Atkinson,CE,253158787.0,2003-10-20,2023-01-28,ELITE,652.0,South Steven,Texas,ACTIVO,WEB
3160,Cynthia,Ramirez,CC,548631165.0,1996-07-07,2023-07-17,ELITE,737.0,Hannahhaven,Idaho,INACTIVO,APP
3161,Robin,Norton,,929769865.0,1986-12-14,2023-09-26,ELITE,604.0,North Lindsayfort,Kansas,,WEB
3162,Joshua,Russell,CC,120978606.0,2018-11-07,2023-06-20,PREMIUM,,Jessicaburgh,Iowa,INACTIVO,APP
3163,Michael,Taylor,CE,880530506.0,1992-01-12,2023-01-30,BASICO,657.0,Francofort,Iowa,INACTIVO,APP
3164,Nathaniel,Carter,CC,901704205.0,1983-07-06,2023-06-03,ESTANDAR,528.0,Lake Leeborough,Kansas,ACTIVO,WEB
3165,James,Richard,CC,988507941.0,2008-06-08,,BASICO,634.0,Davisshire,Florida,ACTIVO,OFICINA
3166,Sandra,,CC,556462731.0,1973-09-16,2023-03-04,BASICO,643.0,East Paulberg,Minnesota,ACTIVO,OFICINA
3167,,Gonzalez,CE,564797228.0,1987-09-22,2023-11-25,BASICO,813.0,Alexandermouth,Arizona,ACTIVO,OFICINA
3168,Christie,Parker,CC,495066256.0,2005-01-11,2023-02-26,BASICO,620.0,North Martha,,INACTIVO,OFICINA
3169,Carl,Mathis,CE,741665487.0,1978-02-11,2023-11-16,BASICO,670.0,,Nevada,ACTIVO,WEB
3170,Robert,Jackson,CE,142885569.0,2009-09-16,2023-07-27,BASICO,741.0,North Lauriefort,Alaska,ACTIVO,OFICINA
3171,Kenneth,Norris,CC,784434762.0,1978-05-01,2023-11-04,PREMIUM,566.0,Lake Steve,Massachusetts,ACTIVO,OFICINA
3172,Linda,Peterson,CC,145883048.0,1989-02-03,2023-03-04,BASICO,787.0,Lake Zacharyborough,Louisiana,ACTIVO,APP
3173,Edward,Thomas,CC,747509954.0,1989-07-19,2023-09-05,BASICO,826.0,Port Paultown,Wisconsin,ACTIVO,WEB
3174,Stephanie,Moss,CE,873117201.0,2000-09-26,2023-05-21,ELITE,647.0,Clarkville,Maryland,ACTIVO,APP
3175,Megan,Morris,CC,464640275.0,1988-12-22,2023-04-03,,596.0,Oliviaview,Mississippi,INACTIVO,APP
3176,Richard,Werner,CE,673667566.0,2010-06-02,,BASICO,812.0,Andrewborough,Kentucky,INACTIVO,OFICINA
3177,John,Brown,CE,,1984-08-15,2023-12-31,ELITE,729.0,Chandlerfort,Montana,ACTIVO,OFICINA
3178,Victoria,Delgado,CC,728079925.0,1983-12-30,2023-03-29,ELITE,658.0,Lake Shelia,North Carolina,ACTIVO,WEB
3179,Gail,York,CC,579472670.0,1978-06-09,2023-10-28,ELITE,792.0,North Amy,Idaho,ACTIVO,APP
3180,Anita,Blair,CC,343558201.0,1991-05-13,2023-04-18,ESTANDAR,782.0,Dianeshire,Oklahoma,INACTIVO,OFICINA
3181,John,Marshall,CC,,1995-11-28,2023-02-15,BASICO,,Jillport,California,INACTIVO,APP
3182,Jacqueline,Boyd,CC,115703721.0,2012-08-28,2023-03-18,BASICO,674.0,Kyleport,Mississippi,ACTIVO,OFICINA
3183,Amanda,,CC,321360313.0,2019-01-17,2023-08-05,BASICO,707.0,Hoffmanview,Kansas,ACTIVO,OFICINA
3184,Cynthia,Perez,CE,400903551.0,2017-10-26,2023-06-18,ELITE,652.0,Jimenezville,Montana,INACTIVO,OFICINA
3185,Tara,Jones,CE,226231761.0,1991-11-21,,PREMIUM,510.0,Christopherville,Washington,ACTIVO,OFICINA
3186,Leslie,Gregory,CE,837764765.0,1979-09-02,2023-05-09,BASICO,556.0,Frankmouth,,ACTIVO,WEB
3187,Melissa,Fuller,,875528700.0,1995-08-01,2023-07-20,ELITE,514.0,North Scott,Hawaii,INACTIVO,APP
3188,Rick,Walton,CE,957153554.0,1971-12-18,2023-07-15,ELITE,699.0,Barkerville,Maine,INACTIVO,APP
3189,Kim,Williams,CE,567471047.0,1987-01-21,2023-12-14,ELITE,531.0,Port Christinabury,Montana,INACTIVO,WEB
3190,James,Barker,CE,262283227.0,2015-06-02,2023-09-25,ESTANDAR,669.0,Port Aaron,Illinois,ACTIVO,WEB
3191,Andrew,Allen,CE,653505927.0,2002-11-30,,ELITE,833.0,South Natalie,Georgia,,WEB
3192,Sandra,Marshall,CE,715768286.0,2000-12-10,2023-09-10,PREMIUM,792.0,Goodmanland,New York,INACTIVO,OFICINA
3193,,Moreno,,155181314.0,1981-03-18,2023-08-26,ESTANDAR,466.0,,Connecticut,ACTIVO,OFICINA
3194,Annette,Johnson,CC,,1996-01-29,,ELITE,522.0,Morrisbury,,INACTIVO,APP
3195,Paige,Lopez,CE,165586411.0,1997-06-29,2023-12-24,PREMIUM,572.0,Pennyville,Pennsylvania,INACTIVO,
3196,Brent,Jones,CE,324829438.0,1992-03-09,2023-12-21,PREMIUM,533.0,Lake Sandrastad,Texas,INACTIVO,APP
3197,Shawn,Walton,CE,556389461.0,2011-04-26,2023-06-10,BASICO,484.0,Port Shannonland,Mississippi,ACTIVO,WEB
3198,Jessica,Thompson,CC,,,2023-02-27,ELITE,648.0,Lake Nicole,North Carolina,,
3199,Victor,Hammond,CC,322968720.0,1993-11-05,2023-10-18,ELITE,720.0,Lake Miguel,Illinois,,WEB
3200,Ashley,Boyd,CE,319747981.0,1973-12-09,2023-12-06,BASICO,745.0,Perryborough,Georgia,ACTIVO,WEB
3201,Gary,Miller,CC,535892722.0,2011-02-24,2023-03-07,PREMIUM,602.0,North Donald,,ACTIVO,OFICINA
3202,Samantha,Jackson,CC,646228744.0,1982-05-15,2023-01-26,ELITE,622.0,New Melanie,New Hampshire,ACTIVO,APP
3203,Chelsea,Harrison,CE,758573149.0,1999-11-10,2023-10-25,,685.0,Port Ericland,,INACTIVO,OFICINA
3204,Olivia,Krause,CC,813268116.0,1973-05-29,2023-03-18,BASICO,639.0,Juliastad,Michigan,ACTIVO,OFICINA
3205,Robert,Horn,CC,399319243.0,1976-08-13,2023-10-13,,731.0,Veronicaside,Maryland,ACTIVO,APP
3206,Cristina,Acosta,CE,350042335.0,2011-11-15,2023-02-05,,693.0,Danielview,Idaho,ACTIVO,OFICINA
3207,,Finley,CC,961418634.0,1987-10-09,2023-01-19,ELITE,612.0,Rhondastad,Georgia,INACTIVO,WEB
3208,Lisa,Carter,CC,860227091.0,2001-12-27,2023-10-05,ELITE,,New Davidland,,,WEB
3209,Jennifer,Johnson,CE,737609012.0,1985-12-27,2023-11-17,ESTANDAR,799.0,Grantshire,Iowa,ACTIVO,WEB
3210,Sarah,Cruz,CC,279818158.0,2010-08-29,2023-11-09,PREMIUM,,East Lisaton,Mississippi,ACTIVO,WEB
3211,Thomas,Cain,CC,656625005.0,2003-04-28,2023-09-24,ESTANDAR,685.0,South Josephberg,Florida,ACTIVO,OFICINA
3212,Kelly,Booker,,841987018.0,2002-10-07,2023-10-09,ESTANDAR,458.0,East Christopher,,INACTIVO,APP
3213,Edward,Brown,CE,121734323.0,1983-09-19,2023-01-19,BASICO,648.0,Romeroton,,ACTIVO,OFICINA
3214,Sherri,Smith,CE,655620999.0,2019-03-11,2023-12-05,BASICO,660.0,Rollinsberg,Colorado,INACTIVO,APP
3215,Isaac,Castillo,CC,840137987.0,2009-03-09,2023-05-20,ELITE,664.0,Lake Annland,Indiana,ACTIVO,APP
3216,Nicole,Adams,CE,790777754.0,1994-06-08,2023-03-08,PREMIUM,850.0,Port Jeremyberg,Pennsylvania,INACTIVO,OFICINA
3217,Miguel,Baxter,CC,234007467.0,2013-08-04,2023-11-08,PREMIUM,586.0,Port Becky,Ohio,ACTIVO,OFICINA
3218,Tammy,Castro,CE,595415207.0,1985-08-31,2023-01-18,ESTANDAR,732.0,Robinsonmouth,Oregon,INACTIVO,WEB
3219,Evelyn,Grant,CC,524657765.0,1993-01-23,2023-09-18,ESTANDAR,702.0,New Heather,North Dakota,INACTIVO,APP
3220,Megan,Harper,CE,795555118.0,1983-07-02,2023-04-22,ELITE,,East Shannonburgh,Arkansas,INACTIVO,APP
3221,Joseph,Bennett,CE,367059293.0,1981-12-02,2023-04-25,BASICO,730.0,West Jonathanville,Hawaii,ACTIVO,APP
3222,Becky,Smith,CE,892038315.0,1991-06-12,2023-06-15,PREMIUM,633.0,Tannerborough,Massachusetts,INACTIVO,WEB
3223,Eric,Hodges,CE,598315823.0,2015-12-17,2023-03-08,PREMIUM,737.0,North Erinbury,Virginia,ACTIVO,
3224,Aaron,Mcdaniel,CC,308152303.0,2015-01-13,2023-09-12,PREMIUM,846.0,Jamesmouth,Idaho,INACTIVO,APP
3225,Mary,Cordova,CE,839458906.0,1991-04-11,2023-03-11,,665.0,Malonehaven,Massachusetts,ACTIVO,WEB
3226,Brent,Rios,CE,531694259.0,2015-05-01,2023-11-04,BASICO,621.0,Christophermouth,New York,ACTIVO,OFICINA
3227,Brittany,Cooper,CC,382989395.0,2011-04-30,2023-07-22,ELITE,755.0,West Julie,Connecticut,INACTIVO,
3228,Terri,Smith,CE,649100027.0,1991-09-23,2023-05-07,ELITE,789.0,Dominguezmouth,Wisconsin,ACTIVO,WEB
3229,Robert,Stewart,CC,596294723.0,1977-04-29,2023-11-17,BASICO,561.0,East Stephaniebury,New Mexico,ACTIVO,OFICINA
3230,Karen,Neal,CE,312294282.0,2000-10-10,2023-03-21,ELITE,604.0,Halemouth,Oregon,INACTIVO,APP
3231,Jesse,Jimenez,CE,269898188.0,1980-12-19,2023-06-25,ELITE,717.0,South Karenstad,Minnesota,ACTIVO,OFICINA
3232,Patrick,Hudson,CE,770783868.0,1987-12-02,2023-04-23,ESTANDAR,636.0,Owenport,Maine,ACTIVO,APP
3233,Shane,Day,CC,757296456.0,2017-06-15,2023-04-21,BASICO,554.0,Turnerview,Alaska,ACTIVO,WEB
3234,Patrick,Patel,CE,667954947.0,2009-05-24,2023-11-05,ELITE,704.0,Markside,Idaho,INACTIVO,APP
3235,Samuel,,CE,740611403.0,2010-12-16,2023-05-17,ESTANDAR,717.0,Ayalamouth,Alabama,ACTIVO,WEB
3236,Robert,Pitts,CE,236544072.0,1974-08-22,2023-05-13,BASICO,616.0,Blairland,Florida,INACTIVO,APP
3237,,Diaz,CC,,2010-05-24,2023-11-24,BASICO,656.0,New Joyce,Louisiana,INACTIVO,WEB
3238,,Sherman,CC,693306367.0,2015-04-01,2023-07-08,PREMIUM,592.0,South Scott,Colorado,INACTIVO,APP
3239,Gregory,Barnes,,580500121.0,1986-06-07,2023-10-04,ESTANDAR,540.0,Dustinborough,Delaware,INACTIVO,APP
3240,Eugene,Murphy,CC,,1988-03-19,2023-08-13,,600.0,North Hailey,Wisconsin,ACTIVO,APP
3241,,,CE,,2011-01-11,2023-04-13,ESTANDAR,657.0,North Patrick,Maine,ACTIVO,
3242,Joel,Meyer,CE,501665868.0,1982-07-18,,BASICO,502.0,Shannonborough,Oklahoma,ACTIVO,WEB
3243,Laura,Hunt,CE,149781286.0,1983-12-06,2023-03-04,,607.0,Port Jennifermouth,Oregon,ACTIVO,WEB
3244,Valerie,Steele,CE,860692187.0,1973-12-31,2023-09-02,BASICO,658.0,Lisaville,Delaware,ACTIVO,WEB
3245,Christopher,Duran,CE,782576697.0,1980-08-23,2023-06-22,ELITE,769.0,Foxhaven,Maine,INACTIVO,OFICINA
3246,Chase,Martin,CE,652996114.0,2010-09-26,2023-11-29,ELITE,618.0,Washingtonberg,Delaware,INACTIVO,OFICINA
3247,Terrance,Hall,,329603415.0,1993-03-25,2023-11-27,ELITE,525.0,Pricehaven,Illinois,INACTIVO,OFICINA
3248,Tammy,Roberts,CC,948787154.0,1996-12-05,2023-07-29,PREMIUM,629.0,West Christopherville,Michigan,ACTIVO,OFICINA
3249,Samantha,Chavez,CC,940489840.0,2012-10-30,2023-07-10,BASICO,,Port Paulhaven,Tennessee,INACTIVO,APP
3250,Mark,Johnson,CC,311954764.0,1999-11-15,2023-06-07,ESTANDAR,705.0,Petersonshire,Nevada,ACTIVO,WEB
3251,Crystal,Mcdaniel,CC,388875961.0,2017-02-24,2023-11-15,ELITE,616.0,Kylieton,Arkansas,ACTIVO,APP
3252,Peter,Terry,CC,397789979.0,1986-01-03,2023-08-13,ELITE,378.0,Lake Kenneth,Massachusetts,ACTIVO,OFICINA
3253,Margaret,Newman,,170025460.0,1993-03-04,2023-06-21,BASICO,850.0,,Wisconsin,INACTIVO,OFICINA
3254,Alicia,Taylor,CC,670067521.0,2006-07-07,2023-11-19,ESTANDAR,664.0,West Christinamouth,New Hampshire,INACTIVO,APP
3255,Anthony,James,CE,,1976-06-27,2023-02-05,PREMIUM,658.0,Kevinland,New Mexico,INACTIVO,WEB
3256,Chris,James,CE,357844181.0,2008-04-23,2023-05-14,ELITE,495.0,West Frank,Tennessee,INACTIVO,OFICINA
3257,Heather,Hall,CE,339008460.0,1972-06-01,2023-02-06,ELITE,503.0,Jamesside,North Carolina,INACTIVO,APP
3258,Clayton,Rogers,CE,366149433.0,1978-09-07,2023-04-03,ELITE,640.0,West James,Michigan,ACTIVO,APP
3259,Katie,Patrick,CC,499357640.0,1975-08-03,,ESTANDAR,683.0,Port Timothy,Arizona,INACTIVO,APP
3260,Emily,Martinez,CC,603164640.0,1987-06-13,2023-09-01,,720.0,Kristafort,Missouri,,APP
3261,Theodore,,CE,261849485.0,1990-09-15,2023-07-02,ESTANDAR,673.0,Port Cory,West Virginia,INACTIVO,WEB
3262,Peter,Stanton,CE,843064444.0,2002-03-30,2023-07-24,ELITE,531.0,South Jeremy,Iowa,ACTIVO,WEB
3263,Brian,Woods,CC,120239727.0,1986-02-26,2023-07-06,ELITE,399.0,Port Austin,,INACTIVO,OFICINA
3264,Mary,Weeks,,301710675.0,1991-10-23,2023-06-15,ESTANDAR,639.0,Port Courtneyberg,Massachusetts,INACTIVO,OFICINA
3265,Tracy,,CE,410910094.0,1993-03-06,2023-04-25,ESTANDAR,596.0,Velasquezland,Louisiana,,WEB
3266,Ashley,Luna,CE,384854623.0,1971-08-13,2023-07-26,PREMIUM,523.0,Lake Paul,Wisconsin,INACTIVO,WEB
3267,Stephen,Callahan,CE,273380128.0,1983-11-12,2023-09-02,BASICO,732.0,,Iowa,ACTIVO,APP
3268,Whitney,White,CC,157101200.0,,2023-11-29,ELITE,492.0,Maryberg,Oregon,ACTIVO,APP
3269,Shirley,Hall,CE,667945367.0,1973-06-12,2023-06-10,ELITE,711.0,Lake Stephenmouth,Kansas,INACTIVO,APP
3270,Corey,Ward,CE,686275997.0,2007-03-26,2023-01-13,BASICO,508.0,New Judychester,,INACTIVO,OFICINA
3271,Chad,Kent,CC,731424445.0,1977-11-06,2023-10-21,BASICO,663.0,Wilsonfurt,New Hampshire,INACTIVO,OFICINA
3272,James,Smith,CC,669062138.0,2016-06-03,2023-08-24,BASICO,743.0,West Jayton,Missouri,ACTIVO,OFICINA
3273,Craig,Medina,CE,186422127.0,1993-12-02,2023-09-30,ELITE,616.0,Howellfort,Ohio,INACTIVO,OFICINA
3274,Austin,Chase,CC,274236303.0,2004-10-13,2023-04-24,ELITE,818.0,Sabrinabury,Illinois,ACTIVO,APP
3275,Ruth,Allen,CE,111712961.0,1971-09-30,2023-06-01,ELITE,841.0,Wyattmouth,Wyoming,ACTIVO,OFICINA
3276,Steven,Mcdonald,CE,780173610.0,1983-05-15,2023-01-26,ESTANDAR,673.0,Petersburgh,,INACTIVO,OFICINA
3277,Elizabeth,Kennedy,CC,945129991.0,2013-05-03,,PREMIUM,704.0,New Gregoryborough,Rhode Island,INACTIVO,APP
3278,David,Walker,CE,499892211.0,1980-01-21,2023-02-01,PREMIUM,756.0,Danielport,Texas,ACTIVO,APP
3279,Tracy,Rodriguez,CE,130479362.0,2003-10-04,2023-08-09,BASICO,704.0,,Arkansas,INACTIVO,WEB
3280,Amber,Hall,CE,,2010-12-24,2023-07-25,BASICO,693.0,West Carolyn,Wyoming,ACTIVO,APP
3281,Alan,Knox,CE,690738003.0,1982-11-25,2023-12-08,ELITE,597.0,New David,California,INACTIVO,OFICINA
3282,Claire,Bailey,CC,571694351.0,2006-03-28,2023-04-08,PREMIUM,481.0,,Nevada,INACTIVO,APP
3283,Caitlin,Martinez,CC,706731597.0,1970-06-09,2023-04-01,PREMIUM,510.0,South Anthony,Pennsylvania,INACTIVO,OFICINA
3284,Jonathon,Chaney,CE,275087055.0,1997-10-10,2023-08-02,ESTANDAR,850.0,Ortizberg,New Jersey,INACTIVO,WEB
3285,David,Combs,CC,802848058.0,2010-07-03,2023-07-07,ELITE,682.0,Mcdonaldbury,Maryland,ACTIVO,WEB
3286,Donna,Ritter,CE,861500660.0,1997-03-03,2023-02-26,ELITE,625.0,South Joel,Michigan,ACTIVO,WEB
3287,Jessica,Lowery,CE,283879856.0,1986-04-05,2023-04-17,PREMIUM,,Crystalburgh,Connecticut,ACTIVO,OFICINA
3288,Jose,Shaw,CE,970287422.0,2001-02-01,2023-07-14,PREMIUM,575.0,Schmidtburgh,Washington,ACTIVO,OFICINA
3289,Alvin,Ortiz,CE,637297853.0,,2023-01-22,ESTANDAR,,South Craig,Rhode Island,,WEB
3290,Mario,Sanders,CE,984677610.0,1971-08-04,2023-07-05,ESTANDAR,657.0,East Hunterfort,,ACTIVO,WEB
3291,Tommy,Jones,CC,138404656.0,1982-04-02,2023-03-26,ELITE,696.0,Port Bradleymouth,Massachusetts,INACTIVO,
3292,Michelle,Barnett,CE,234604082.0,1997-03-21,2023-03-21,ESTANDAR,616.0,North Andrew,Alaska,INACTIVO,OFICINA
3293,Brian,Taylor,CC,396541429.0,1989-05-14,2023-11-25,PREMIUM,553.0,West Kimberly,Iowa,ACTIVO,OFICINA
3294,David,Joyce,CC,743040544.0,1996-06-15,2023-03-18,ELITE,567.0,Howardfurt,Mississippi,ACTIVO,OFICINA
3295,Laura,White,CE,974900410.0,1983-11-08,2023-11-26,PREMIUM,571.0,Port Gina,Connecticut,ACTIVO,WEB
3296,Kevin,Delgado,CE,886312523.0,2006-11-05,2023-12-07,ELITE,649.0,New Christopher,Texas,ACTIVO,WEB
3297,Shane,Roberson,CE,710358798.0,1981-11-07,2023-06-26,ELITE,494.0,Chapmanbury,Tennessee,,APP
3298,Cassandra,Thompson,CE,,2018-09-04,2023-06-23,PREMIUM,525.0,East Amandamouth,,ACTIVO,APP
3299,William,Jimenez,CE,306804222.0,1972-07-10,2023-03-23,ELITE,663.0,Michaelton,Utah,INACTIVO,OFICINA
3300,Patrick,Lopez,CC,838003547.0,1977-08-05,2023-01-21,ELITE,637.0,Masonton,Florida,INACTIVO,WEB
3301,Angela,Simmons,CE,643159805.0,1982-03-21,2023-06-28,ESTANDAR,669.0,New Crystal,Oklahoma,ACTIVO,OFICINA
3302,,Hardin,CE,921634838.0,1988-06-08,2023-11-26,PREMIUM,645.0,Brianbury,Illinois,ACTIVO,APP
3303,Edward,,CC,497518541.0,2002-03-28,2023-08-13,PREMIUM,850.0,South Austinborough,Vermont,INACTIVO,OFICINA
3304,Sally,Barr,CC,756396893.0,1995-06-29,2023-09-22,ESTANDAR,662.0,East Richardberg,Texas,INACTIVO,APP
3305,Charles,Shea,CE,581816288.0,1975-02-09,2023-09-26,ELITE,612.0,West Zoechester,California,INACTIVO,APP
3306,Tara,Peterson,CC,531341356.0,2016-11-03,2023-09-08,BASICO,,Port Denise,Mississippi,INACTIVO,WEB
3307,Judith,Martinez,CE,789212221.0,1971-12-13,2023-09-30,BASICO,751.0,Michaelfort,Oregon,INACTIVO,OFICINA
3308,Angela,Walton,CC,805779150.0,1991-02-10,2023-12-09,PREMIUM,645.0,South Staceyland,North Dakota,ACTIVO,WEB
3309,Alexis,Jackson,CC,582694414.0,,2023-09-29,ESTANDAR,718.0,Elizabethburgh,Nebraska,INACTIVO,APP
3310,William,Parks,CE,954396915.0,2006-09-03,2023-10-07,ELITE,689.0,Kathymouth,Connecticut,INACTIVO,APP
3311,Tony,Lopez,,424829929.0,1971-01-26,2023-08-11,ESTANDAR,620.0,Margaretchester,Ohio,INACTIVO,OFICINA
3312,Alicia,Vang,CC,536740653.0,1995-05-12,,ELITE,661.0,West Kellyside,Nevada,INACTIVO,OFICINA
3313,Andrew,Smith,CC,430987583.0,1982-04-15,2023-05-31,PREMIUM,809.0,Ashleeton,New Mexico,INACTIVO,OFICINA
3314,Kayla,Hernandez,CC,360631781.0,1999-01-29,2023-12-25,PREMIUM,674.0,,Idaho,INACTIVO,OFICINA
3315,Nicholas,Schwartz,CC,712582317.0,2007-02-26,2023-12-08,BASICO,551.0,New Monica,Oklahoma,INACTIVO,APP
3316,Dawn,Gutierrez,CC,801550519.0,1986-08-11,2023-04-15,,618.0,Jacobfort,Connecticut,INACTIVO,APP
3317,Thomas,Mayo,CE,528820728.0,1982-04-22,2023-02-11,PREMIUM,438.0,Reneeshire,Missouri,INACTIVO,APP
3318,Kevin,King,CE,,1979-10-13,2023-06-25,ESTANDAR,663.0,Jordantown,Rhode Island,INACTIVO,WEB
3319,Jessica,Weaver,CC,282600619.0,2004-09-09,2023-09-02,PREMIUM,781.0,Liborough,Wisconsin,INACTIVO,WEB
3320,William,Villanueva,CE,,2013-08-22,2023-09-10,ELITE,515.0,South Lorraineburgh,Tennessee,ACTIVO,WEB
3321,Matthew,Mills,CE,819280284.0,2014-07-09,2023-10-01,ELITE,664.0,Juliashire,Florida,INACTIVO,OFICINA
3322,Tammy,,CE,654075837.0,1998-01-23,2023-11-30,BASICO,748.0,Port Pamelaborough,Massachusetts,INACTIVO,APP
3323,Veronica,Simpson,CC,434685144.0,1976-04-30,2023-04-02,PREMIUM,759.0,South Heatherside,Idaho,ACTIVO,WEB
3324,,Dyer,CE,544851763.0,2000-04-24,2023-01-11,BASICO,777.0,North Amymouth,,INACTIVO,OFICINA
